TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-04-09 14:19:25.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected 1180-2TFL-2EF4
2022-04-09 14:19:53.906,0.4938462676795518,-0.01240755005139468,0.3657806952222548,0.1179407260826018,-0.07612027666206192,-0.5009602105635009,0.08632042111847012,0.1747882518095881,0.3333231070004704,-0.1967159801903304,0.04149287858367474,0.2814756268580938,-0.1791245198408675,-0.6463467475332911,-0.8060962761458202,-0.08517829141503522,-0.3119892779488665,-0.9071438382116148,-0.8615682064526184,-0.2991078986121082,876.7745225444556,845.5198960372425,810.9753088450593,840.5849550097877,0.531251,0.128906,0.828126,1,1,1,1,1,19.170000
2022-04-09 14:19:54.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:19:54.901,0.7512555950478739,0.04917179150319052,0.5005484380799398,0.2647950134499533,-0.02623588519083638,-0.5654382825646197,-0.03922267870081799,0.3523595616891589,0.2224536137904218,-0.2090766982929169,0.3437256387124605,0.2435850221313069,-0.2010308625807896,-0.6407534377165788,-0.2140875040620363,0.02907240018041944,-0.2964961884993665,-0.9340582087218731,0.01185331252649405,-0.2228504511767672,843.8749156947575,843.8749156947575,815.9102498725141,843.8749156947575,0.433594,0.113281,0.906251,1,1,1,1,1,19.170000
2022-04-09 14:19:55.901,0.527290646149007,0.1079755719302855,0.3734018453079052,0.2647950134499533,0.293972308232388,-0.06642243355960256,-0.1785839172577804,0.3523595616891589,0.2108912180326306,-0.05876478970373795,0.3437256387124605,0.2435850221313069,0.2074624277937855,-0.2060242883149151,-0.3313952172955381,0.02907240018041944,-0.1540112562440565,-0.734330112522635,-0.330948600936846,-0.2228504511767672,852.0998174071821,873.4845618594859,817.555230214999,824.1351515849386,0.382813,0.128906,0.937501,1,1,1,1,1,19.170000
2022-04-09 14:19:56.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:19:56.901,1.058241312317869,0.1561373276568527,0.6137707888585631,0.2647950134499533,0.7013368239373212,-0.02061633661120302,-0.2098970619763152,0.3523595616891589,0.836783475223398,-0.05876478970373795,-0.399240435439495,0.2435850221313069,0.3755500913982881,-0.1832136552708233,-0.4298950970796641,0.02907240018041944,0.06543529711560145,-0.6974961251763837,-0.7856500747194339,-0.2228504511767672,860.3247191196066,842.2299353522726,815.9102498725141,888.28938494185,0.382813,0.132813,0.945314,1,1,1,1,1,19.170000
2022-04-09 14:19:57.901,1.139479975666043,0.1561373276568527,0.8058195022461406,0.2647950134499533,0.7632919229260526,-0.02061633661120302,-0.2294377440794746,0.3523595616891589,0.836783475223398,-0.05876478970373795,-0.6236594550786373,0.2435850221313069,0.414217517853789,-0.1832136552708233,-0.4001039338654702,0.02907240018041944,0.1144722590824059,-0.6974961251763837,-0.9206709111136036,-0.2228504511767672,871.839581517001,848.8098567222122,835.650013982333,857.0347584346367,0.367188,0.128906,0.933595,1,1,1,1,1,19.170000
2022-04-09 14:19:58.901,1.139479975666043,0.8078820075050287,0.8058195022461406,0.9214525518561935,0.7632919229260526,0.1583825409931223,-0.2294377440794746,0.737729489570723,0.836783475223398,0.2568147592074949,-0.6236594550786373,0.5662458105072719,0.414217517853789,-0.4913967458347102,-0.4001039338654702,0.2187066727351921,0.1144722590824059,-0.691107018732575,-0.9206709111136036,0.03201974415687586,837.2949943248179,848.8098567222122,819.200210557484,853.744797749667,0.390626,0.132813,0.933595,1,1,1,1,1,19.170000
2022-04-09 14:19:59.901,1.097821833872161,0.9288583318041553,0.9744296448741359,1.001715598641338,0.4099869522585681,0.2155915418065557,0.6614861889712629,0.7257391510298766,0.4625373936854791,0.2568147592074949,0.2554814468731635,0.5610573878368874,0.4148967214165881,-0.4231347315650703,-0.2505017661465012,0.1737780622726954,0.132187402873115,-0.8721417130539242,-0.5620772262516335,-0.06071765483768187,842.2299353522726,845.5198960372425,822.4901712424537,870.194601174516,0.343751,0.144531,0.949220,1,1,1,1,1,19.170000
2022-04-09 14:20:00.901,0.2714027213537273,0.4229253733750287,-0.09577244983286694,0.9368651657370011,0.2042662584112691,-0.09397637218717769,-0.12891550682408,0.422913119276584,0.4130319359392302,0.01162475085972734,-0.04043460542349431,0.5531942963219484,0.23220134148136,-0.6316653672066735,-0.4490104187478647,-0.01968100693013037,0.06706420165189067,-0.8428716798182679,-0.700107117824703,-0.1209768246187962,840.5849550097877,838.9399746673027,809.3303285025745,843.8749156947575,0.351563,0.125000,0.945314,1,1,1,1,1,19.000000
2022-04-09 14:20:01.902,0.3591876773253898,0.02301703327577972,-0.01801664567226628,0.6203005654749629,0.1502339726249235,-0.4293732263579202,-0.1702114734915045,0.0434348556095707,0.5858832179035792,-0.1055006857500466,-0.02369505058462789,0.5574454614381504,0.5380587166534178,-0.6443692080830753,-0.505420414976588,0.07265563211617758,0.1596451761922353,-0.8796533755346975,-0.7683610477100358,-0.2575582790861766,842.2299353522726,840.5849550097877,817.555230214999,840.5849550097877,0.335938,0.093750,0.949220,1,1,1,1,1,19.000000
2022-04-09 14:20:02.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:02.901,0.5057434781746811,0.07295719928215612,-0.05293987208044951,0.6062452852150582,0.03497931474451187,-0.2887112249843937,-0.1790325128540448,0.06726566056995663,0.3547657489242696,-0.2825734726355992,-0.02174525190292503,0.3694687102699122,0.3745743303348351,-0.5971329507758826,-0.5196472203438519,-0.07157458251882985,-0.05536507381294161,-1.082302537356698,-0.7120528323055332,-0.263207863504607,858.6797387771217,840.5849550097877,804.3953874751197,873.4845618594859,0.230469,0.113281,1.023439,1,1,1,1,1,19.000000
2022-04-09 14:20:03.901,0.6613374011896689,0.1880446872505927,0.07208554450312814,0.6032796346558775,0.06986002738716177,-0.2211285431412172,-0.2485375229481128,0.1783412885918349,0.2981593466168835,-0.370057295377986,-0.02174525190292503,0.3578904156674482,0.3228793895261895,-0.5943430310816571,-0.465866494315009,-0.1608693677896318,-0.2243868697278207,-1.025393226400503,-0.6473412523580226,-0.2336179561028338,845.5198960372425,847.1648763797273,810.9753088450593,847.1648763797273,0.238282,0.101563,0.996095,1,1,1,1,1,19.000000
2022-04-09 14:20:04.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:04.902,0.8745535459258054,0.008022687709331455,0.6439995165932427,0.6032796346558775,0.6554524173952094,-0.1615594496607792,-0.07353915061249604,0.1783412885918349,0.7601022475947511,-0.1362240830345403,-0.2992490325049604,0.3578904156674482,0.5656156052246158,-0.5505958498050773,-0.5049914382454668,-0.1608693677896318,-0.03062646176954096,-1.084526125359313,-0.7922757934376817,-0.2336179561028338,838.9399746673027,843.8749156947575,820.8451908999688,847.1648763797273,0.261719,0.097656,0.984377,1,1,1,1,1,19.000000
2022-04-09 14:20:05.901,1.080306991605977,0.06543131510877861,0.5287405523161804,0.6032796346558775,1.236064478690626,-0.05849036831394178,-0.1870685236115576,0.1783412885918349,1.17456754070843,-0.2071755202008195,-0.2283111663281711,0.3578904156674482,0.8028067836896912,-0.4924461366331254,-0.381682537423169,-0.1608693677896318,-0.09033966335403089,-0.9026460668156557,-0.6908307774071002,-0.2336179561028338,863.6146798045764,843.8749156947575,810.9753088450593,848.8098567222122,0.296875,0.222657,1.023439,1,1,1,1,1,19.000000
2022-04-09 14:20:06.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:06.905,1.709844485674286,0.2289263879238633,0.5863476941043283,1.770328857807976,1.326418418071355,-0.05689098887236649,0.2610825159807329,1.489302393559974,0.9868010769491129,-0.06673307568309603,0.114810009701142,1.207227838134184,0.5364821776664137,-0.4784898204473055,-0.4763208114475831,0.5293289022148678,0.1236059872304281,-0.7513868548149908,-0.6633315480469691,-0.07151767637739422,807.6853481600896,832.3600532973632,827.4251122699085,824.1351515849386,0.226563,0.070313,0.980470,1,1,1,1,1,19.000000
2022-04-09 14:20:07.902,1.341900758491246,0.5262373055423946,0.4382872069395283,1.43390063830298,1.034071549887461,0.2900449783485738,0.01059360591932844,1.105907390120714,1.001286722896238,0.494293446533521,0.07387402906733719,1.187102469802747,0.6491666560386332,-0.1947663667514675,-0.4494571773887508,0.2553825144515443,0.2439446187613667,-0.7947887887398903,-0.8361489804959508,-0.2470469182055304,829.0700926123933,855.3897780921519,820.8451908999688,832.3600532973632,0.261719,0.007813,0.984377,1,1,1,1,1,19.000000
2022-04-09 14:20:07.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:08.902,1.341900758491246,0.6905154958327239,0.8898782382980835,1.43390063830298,1.034071549887461,0.439901100797779,0.236602548003974,1.105907390120714,1.001286722896238,0.494293446533521,0.3528937246439717,1.187102469802747,0.6491666560386332,-0.04708533487620101,-0.2245952812297413,0.2553825144515443,0.2439446187613667,-0.9025390963060199,-0.8438378521104197,-0.2470469182055304,825.7801319274236,825.7801319274236,799.460446447665,819.200210557484,0.246094,0.054688,0.980470,1,1,1,1,1,19.000000
2022-04-09 14:20:08.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:09.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 14:20:09.901,1.341900758491246,0.6438437271448522,1.15655400039841,1.43390063830298,1.034071549887461,-0.2275800811555233,0.4578807859142823,1.105907390120714,1.001286722896238,-0.004759643635144424,0.3528937246439717,1.187102469802747,0.6491666560386332,-0.469831019081559,-0.103675798510235,0.2553825144515443,0.2439446187613667,-0.9220623858676198,-0.8075438239245158,-0.2470469182055304,871.839581517001,819.200210557484,802.7504071326348,889.9343652843349,0.265625,0.066406,1.015627,1,2,1,1,2,19.000000
2022-04-09 14:20:10.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
