TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-04-09 13:47:18.474,0.8960114356958894,0.7133739973946505,1.112895280390785,0.9377520140894052,0.7356631875445164,0.3158307206057638,0.5456112743492452,1.183000935224206,0.7716221612162596,0.3210158772137777,0.6359949558339401,1.028596262892524,0.5767435159497079,-0.3623427279891508,-0.1959973852430967,0.6157872134947104,0.2512036568093,-0.7841630663961748,-0.771899126528924,0.002406106038524703,880.0644832294255,857.0347584346367,807.6853481600896,891.5793456268199,0.421876,0.148438,0.921876,1,1,1,1,1,22.930000
2022-04-09 13:47:19.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:19.474,0.8960114356958894,0.7618469790934171,0.9874170056322259,0.9377520140894052,0.7356631875445164,0.4421134179359177,0.7639342180793388,1.183000935224206,0.7716221612162596,0.3959745249283473,0.6970136755281122,1.028596262892524,0.5767435159497079,0.3554310761061373,0.4184036507334251,0.6157872134947104,0.2512036568093,0.1063352215037362,0.05417202631103617,0.002406106038524703,865.2596601470613,815.9102498725141,817.555230214999,866.9046404895462,0.441407,0.171875,0.898439,1,2,1,1,2,22.680000
2022-04-09 13:47:19.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:20.474,0.8960114356958894,0.2046023588143282,0.8908240038535579,0.9377520140894052,0.7356631875445164,0.3915008035844559,0.6555296350631202,1.183000935224206,0.7716221612162596,0.3498667357334859,0.7291680842178851,1.028596262892524,0.5767435159497079,0.6469762715437246,0.312318866937626,0.6157872134947104,0.2512036568093,0.44785174847417,0.09058970149213241,0.002406106038524703,847.1648763797273,824.1351515849386,809.3303285025745,868.5496208320311,0.550782,0.148438,0.781251,1,2,1,1,2,22.680000
2022-04-09 13:47:20.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:21.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:21.474,0.8960114356958894,0.2046023588143282,1.336891297044364,0.9377520140894052,0.7356631875445164,0.3915008035844559,0.8904910094652297,1.183000935224206,0.7716221612162596,0.3498667357334859,0.9891526016356225,1.028596262892524,0.5767435159497079,0.6469762715437246,0.1573753074158588,0.6157872134947104,0.2512036568093,0.44785174847417,0.1630323929668237,0.002406106038524703,845.5198960372425,842.2299353522726,802.7504071326348,845.5198960372425,0.726564,0.238282,0.648439,1,2,1,1,2,22.680000
2022-04-09 13:47:22.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:22.473,0.8960114356958894,0.9927203267609634,1.002504389990132,0.9377520140894052,0.7356631875445164,0.6423548504461238,0.4433960079730883,1.183000935224206,0.7716221612162596,0.4891592690727927,0.6540495839279632,1.028596262892524,0.5767435159497079,-0.04070180340921292,0.3635732742606493,0.6157872134947104,0.2512036568093,-0.4543955967903004,0.3463110272303019,0.002406106038524703,843.8749156947575,830.7150729548782,812.6202891875442,863.6146798045764,0.222657,0.113281,0.929689,1,2,1,1,2,22.680000
2022-04-09 13:47:23.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:23.473,0.8960114356958894,0.643585049590477,0.7680685064045781,0.9377520140894052,0.7356631875445164,0.0170889041470867,0.5236302883937136,1.183000935224206,0.7716221612162596,0.1794734389922389,0.6748196461737467,1.028596262892524,0.5767435159497079,-0.2911724163524994,0.6474274920999498,0.6157872134947104,0.2512036568093,-0.3503060308438641,0.6346243143393815,0.002406106038524703,842.2299353522726,834.0050336398481,804.3953874751197,853.744797749667,0.136719,0.113281,1.062502,1,2,1,1,2,22.680000
2022-04-09 13:47:24.474,0.8960114356958894,0.8206656247225961,0.6970906741136697,0.9377520140894052,0.7356631875445164,0.3516826407472261,-0.03784370450128995,1.183000935224206,0.7716221612162596,0.5262606168999162,0.01909483047585151,1.028596262892524,0.5767435159497079,-0.1409861822615106,-0.5138355413542501,0.6157872134947104,0.2512036568093,-0.4293479830283028,-0.6648640018916571,0.002406106038524703,824.1351515849386,840.5849550097877,802.7504071326348,824.1351515849386,0.644532,-0.066406,0.796876,1,2,1,1,2,22.680000
2022-04-09 13:47:25.474,0.8766101088850474,0.5766682072751064,0.8466524720158483,0.9377520140894052,0.7940450361768289,0.1956452612245082,0.1699969354467971,1.183000935224206,0.7973580975120896,0.4408719985329283,0.03874350580475011,1.028596262892524,0.7762387639502968,-0.3052049607117521,-0.5311295673501855,0.6157872134947104,0.4331821704982947,-0.8413683494632371,-0.6504936155275051,0.002406106038524703,835.650013982333,838.9399746673027,815.9102498725141,875.1295422019707,0.210938,0.214844,0.980470,1,1,1,1,1,22.680000
2022-04-09 13:47:25.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:26.474,0.8766101088850474,0.7057915438975064,0.7614496644381488,0.9377520140894052,0.7940450361768289,0.3924967613381061,0.4582095762595155,1.183000935224206,0.7973580975120896,0.5697262902710891,0.1692824857469651,1.028596262892524,0.7762387639502968,-0.2176349687461573,-0.4118073842213965,0.6157872134947104,0.4331821704982947,-0.9074000753409499,-0.5881568501348263,0.002406106038524703,855.3897780921519,830.7150729548782,817.555230214999,848.8098567222122,0.308594,0.167969,0.972658,1,1,1,1,1,22.680000
2022-04-09 13:47:27.474,0.8766101088850474,0.3590982749003703,0.2349417857090572,0.9377520140894052,0.7940450361768289,-0.5010589293186825,-0.3376494280975375,1.183000935224206,0.7973580975120896,-0.5785692592528831,-0.1968931009422452,1.028596262892524,0.7762387639502968,-0.6892177076104793,-0.7103613644416958,0.6157872134947104,0.4331821704982947,-0.9264832010479105,-0.8108650052693913,0.002406106038524703,843.8749156947575,834.0050336398481,817.555230214999,845.5198960372425,0.296875,0.121094,0.976564,1,1,1,1,1,22.680000
2022-04-09 13:47:28.474,0.5943414418661358,-0.01175969968820185,-0.07672550886521903,0.9377520140894052,0.2821999611554713,-0.1500802944411481,-0.3264205993165623,1.183000935224206,0.5607183001405652,-0.3758169996985253,-0.08363896155966187,1.028596262892524,0.2770918956059682,-0.4198713243068078,-0.6089003807659954,0.6157872134947104,-0.182066623201853,-0.9911253529647167,-0.8539529878815465,0.002406106038524703,840.5849550097877,842.2299353522726,817.555230214999,860.3247191196066,0.304688,0.125000,0.960939,1,1,1,1,1,22.680000
2022-04-09 13:47:29.474,0.6393100225498912,0.04107929868508887,-0.4764454271489751,0.4371332399843675,0.3325291735224021,-0.1757360707299256,-0.3613805480133175,0.3091486745587309,0.5571818792226833,-0.1357493179981408,-0.04716331676090411,0.5123492791932124,0.3185844327332983,-0.3951703521033096,-0.5741004684420888,0.3553712429834998,-0.3359310662044663,-0.8383130718535038,-0.7485664919831102,0.0628946849113358,855.3897780921519,848.8098567222122,819.200210557484,855.3897780921519,0.292969,0.121094,0.972658,1,1,1,1,1,22.530001
2022-04-09 13:47:30.474,0.5998570168965187,0.2041154415123499,-0.4367986589159457,0.6015944797416395,0.3217670723939738,-0.3473556413391437,-0.183383713184831,0.3225926311451239,0.5092434910038176,0.1416506828351125,0.1363463550573955,0.4938659939482486,0.2906975457240501,-0.4583407567724038,-0.528765181865173,0.308666178639265,-0.2548586505138432,-0.7126199262961531,-0.6973070909745651,0.02116393655238242,837.2949943248179,837.2949943248179,817.555230214999,852.0998174071821,0.289063,0.121094,0.972658,1,1,1,1,1,22.530001
2022-04-09 13:47:31.474,0.3003519952778237,0.0508429385608283,-0.2593171285925653,0.15742285766213,0.3840392477284,-0.3410801069404796,-0.3169061471084885,0.3629432432454174,0.586740363303041,0.09826133276788809,-0.1630636774220646,0.3833760633402704,0.2724375862974525,-0.5206443558732622,-0.6690173117619166,0.143629106518112,-0.271986916832481,-0.9389282993249718,-1.010758484509276,0.02750925231316539,850.4548370646971,834.0050336398481,804.3953874751197,860.3247191196066,0.292969,0.125000,0.972658,1,1,1,1,1,22.530001
2022-04-09 13:47:32.474,0.5170893464639357,-0.001370618411738655,-0.1144279495088999,0.4568064046493074,0.4698754456196199,-0.268238198501433,-0.09261864698089306,0.4007850296174547,0.6709441222221537,-0.1121912068490329,-0.1537411952156869,0.4139114917279879,0.175206928111296,-0.5336795994117979,-0.4787122538704832,0.1943848412668725,-0.1104476592986513,-0.8513012055017013,-1.148691389134064,0.1727180402007707,870.194601174516,845.5198960372425,794.5255054202103,873.4845618594859,0.289063,0.113281,0.972658,1,1,1,1,1,22.530001
2022-04-09 13:47:33.474,0.8885152986000705,0.03784015080651823,0.5532153839376259,0.7219268722117116,0.6170108121706518,-0.1676575469406113,-0.1146073453885525,0.4594227300595958,0.6411131302782225,0.08495510532444178,-0.02443265556603037,0.1290704896819887,0.1878957281725437,-0.5582201002524974,-0.3778402907888766,0.2585312760988596,0.05527708989430281,-0.8182661637717532,-0.9107805357607603,0.2870859055293961,919.5440114490633,875.1295422019707,840.5849550097877,904.7391883666991,0.285157,0.117188,0.968752,1,1,1,1,1,22.530001
2022-04-09 13:47:34.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:34.486,0.8885152986000705,0.4040826180532248,0.8684049015193148,0.7219268722117116,0.6170108121706518,0.3434959190269997,0.06025054726219872,0.4594227300595958,0.6411131302782225,0.6780149656529484,-0.0685941367468134,0.1290704896819887,0.1878957281725437,-0.3967876718732115,-0.3813213288565448,0.2585312760988596,0.05527708989430281,-0.6990846297190422,-0.699940385815254,0.2870859055293961,773.1407609679065,783.0106430228159,1047.852478162886,631.6724515142045,0.281250,0.136719,0.968752,1,1,1,1,1,22.530001
2022-04-09 13:47:35.478,0.8885152986000705,0.4040826180532248,0.8691909208509352,0.7219268722117116,0.6170108121706518,0.3434959190269997,0.07763242680147715,0.4594227300595958,0.6411131302782225,0.6780149656529484,-0.07502940685982835,0.1290704896819887,0.1878957281725437,-0.3967876718732115,-0.3743516924171687,0.2585312760988596,0.05527708989430281,-0.6990846297190422,-0.6871240921808158,0.2870859055293961,875.1295422019707,880.0644832294255,802.7504071326348,908.0291490516689,0.265625,0.117188,0.968752,1,2,1,1,2,22.530001
2022-04-09 13:47:36.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:36.488,0.8885152986000705,0.4040826180532248,0.8691909208509352,0.7219268722117116,0.6170108121706518,0.3434959190269997,0.07763242680147715,0.4594227300595958,0.6411131302782225,0.6780149656529484,-0.07502940685982835,0.1290704896819887,0.1878957281725437,-0.3967876718732115,-0.3743516924171687,0.2585312760988596,0.05527708989430281,-0.6990846297190422,-0.6871240921808158,0.2870859055293961,837.2949943248179,829.0700926123933,787.9455840502707,842.2299353522726,0.273438,0.128906,0.968752,1,2,1,1,2,22.530001
2022-04-09 13:47:37.474,0.8885152986000705,0.4040826180532248,0.4187811494314748,0.7219268722117116,0.6170108121706518,0.3434959190269997,0.03787819218018929,0.4594227300595958,0.6411131302782225,0.6780149656529484,0.151565716349205,0.1290704896819887,0.1878957281725437,-0.3967876718732115,-0.2035255614021034,0.2585312760988596,0.05527708989430281,-0.6990846297190422,-0.9268531740910313,0.2870859055293961,834.0050336398481,820.8451908999688,792.8805250777253,842.2299353522726,0.277344,0.128906,0.976564,1,2,1,1,2,22.530001
2022-04-09 13:47:38.474,1.034950303258413,0.2291305637646507,0.293138204922953,0.7219268722117116,0.48717007937455,0.1166158462590287,-0.1477442784687163,0.4594227300595958,0.7603427115991094,0.1328396730847827,0.1293285474519377,0.1290704896819887,0.4040277221603255,-0.1914443774663035,-0.3732009142501813,0.2585312760988596,0.1204317957682849,-0.8522318406983458,-0.9017407338386282,0.2870859055293961,842.2299353522726,829.0700926123933,797.8154661051801,840.5849550097877,0.273438,0.125000,0.972658,1,1,1,1,1,22.530001
2022-04-09 13:47:39.474,0.6830335065515892,0.2638081382631345,0.4786223019068787,0.6949886434387905,0.3923555772841125,0.065756437262909,-0.07983671582560367,0.4136147448009252,1.258243855824726,0.09047524299944781,0.1900440966005576,0.5025651885581286,0.6421686495648703,-0.1798147941691302,-0.38407105115558,0.4058238289723545,0.3135093518000373,-0.6343414228578118,-0.6761121198747996,0.1723107513251685,799.460446447665,751.7560165156027,783.0106430228159,852.0998174071821,0.210938,0.144531,1.007814,1,1,1,1,1,22.280001
2022-04-09 13:47:39.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:40.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:40.474,0.2808826364735019,0.4354727980526147,0.719732048306243,0.5186439822600275,0.3886918040704293,-0.04400739973828668,0.08495304091085329,0.2641934331950404,1.437046319877371,-0.06348632461426447,0.4172062120594476,0.4603679374844792,1.095657263446937,-0.05777464629770191,0.3721098290244177,0.4690348645390462,0.8384938749842927,-0.3748508223521337,-0.1225827175126831,0.1601020385710201,819.200210557484,852.0998174071821,783.0106430228159,830.7150729548782,0.207032,0.128906,0.980470,1,1,1,1,1,22.280001
2022-04-09 13:47:41.484,0.2492670931419729,0.4354727980526147,0.8976085827769726,0.4631533642797832,0.3960656640980121,-0.04400739973828668,0.2030469156796395,0.07056726848115143,1.437046319877371,-0.06348632461426447,0.4172062120594476,0.3476573135497739,1.262884836366096,-0.05777464629770191,0.6931375595532867,0.4938844606805763,1.032432428453115,-0.3748508223521337,0.1184760447978795,0.1273809364694964,843.8749156947575,820.8451908999688,802.7504071326348,834.0050336398481,0.230469,0.117188,0.988283,1,1,1,1,1,22.280001
2022-04-09 13:47:42.473,0.6849702204621714,-0.01206675629460819,0.2612865238894235,0.4631533642797832,0.3594520778351137,-0.2777351005427625,-0.2247167568909645,0.07056726848115143,0.6335238318982662,-0.2693959854280727,-0.2763045231069237,0.3476573135497739,0.250681546820606,-0.0359243325252432,-0.4790227829522181,0.4938844606805763,-0.1473293259219446,-0.2799267160452182,-0.7490574956503517,0.1273809364694964,850.4548370646971,827.4251122699085,810.9753088450593,865.2596601470613,0.234375,0.128906,0.988283,1,1,1,1,1,22.280001
2022-04-09 13:47:43.481,0.8592196964486255,0.09166060522107952,0.1458635570932447,0.2089801883498976,0.363872374753758,-0.349043620241305,-0.09804127877160521,0.1454098924526127,0.6982508520429195,-0.1724699920073164,-0.1808935829932959,0.3335767802563581,0.2787582693340481,-0.273122070411798,-0.5622095131611394,0.3522772290553847,0.05550467326680977,-0.6212767924887086,-0.8677341034801969,-0.1993383452515144,832.3600532973632,834.0050336398481,807.6853481600896,847.1648763797273,0.238282,0.128906,0.976564,1,1,1,1,1,22.280001
2022-04-09 13:47:44.483,0.5836617467695788,0.1382052047505252,0.3109999739620097,0.3498362458465124,0.344591721939935,-0.4289424533290432,-0.1226567806399031,0.3142838862999942,0.679832021593612,0.04012810011572803,-0.0990318697438944,0.3767621194051364,0.2762632746141525,-0.3261191335690417,-0.5844394082416766,0.100687198599979,-0.02345010890844733,-0.5064143523257785,-0.9036254429748217,-0.238882640393544,838.9399746673027,835.650013982333,807.6853481600896,852.0998174071821,0.234375,0.132813,0.988283,1,1,1,1,1,22.280001
2022-04-09 13:47:45.474,0.2385981554801704,0.06601963461702551,0.1080629245581303,0.3380710206266596,0.2617107627636978,-0.1731757823053984,-0.09931263556235836,0.06922232715825899,0.3915855831505866,0.1060751495076386,-0.1212386947398968,0.2764405069465399,0.3808762691969764,-0.3697618840197592,-0.4817035788538123,0.3067749046772997,0.073754417326203,-0.4646110966750127,-0.839645098753239,-0.02439447411003904,837.2949943248179,834.0050336398481,809.3303285025745,838.9399746673027,0.234375,0.128906,0.980470,1,1,1,1,1,22.280001
2022-04-09 13:47:46.474,0.01411486680985083,-0.05528139159221459,0.3698563864943477,-0.1028357502519091,0.3438383292155565,0.06142585063464571,-0.1263002311328147,0.1612470544173848,0.5644182135755965,-0.02050025993327761,0.1699379491550653,0.4238010374837759,0.363129510590543,-0.3861166782095837,-0.4515800242349028,0.3070168780979872,-0.2093161400985205,-0.6139658396570865,-0.9686868484041244,-0.02929857904862538,824.1351515849386,837.2949943248179,819.200210557484,843.8749156947575,0.234375,0.121094,0.988283,1,1,1,1,1,22.280001
2022-04-09 13:47:47.479,0.3954003141650299,0.1438977467256454,0.03762097004871524,0.4935760607076011,0.2774549287414176,-0.2647102685102602,-0.5616360748759448,0.6025661969889187,0.5682931031103887,0.01783137858953002,-0.05322678480156964,0.761739674943624,0.3949929884767421,-0.4679679922070595,-0.4306234859964261,0.442214945314327,-0.002911071375625731,-0.713006144608415,-0.6765775251640063,0.01917389711713697,843.8749156947575,832.3600532973632,815.9102498725141,858.6797387771217,0.238282,0.128906,0.984377,1,1,1,1,1,22.280001
2022-04-09 13:47:48.474,0.1582930033360257,0.3234811404521361,0.2664756573315251,0.1385910637874572,0.02645989628364863,-0.04857526981323083,-0.4173273052857906,0.4571944771256891,0.481044561530996,0.009684400846494091,-0.03821997636101891,0.6803105171522922,0.3674682669771583,-0.3690715470205035,-0.4136114817462888,0.443963893205625,0.07793862505912733,-0.8815807584113423,-0.6296439139828939,-0.04976447038589845,837.2949943248179,837.2949943248179,807.6853481600896,845.5198960372425,0.238282,0.128906,0.984377,1,1,1,1,1,22.280001
2022-04-09 13:47:49.474,0.314975489233595,0.3179813795407087,0.1264766701002725,0.08184515816562601,-0.06567193775399784,0.09936522472152698,-0.0349993761169027,0.3127879756915182,0.5347546936317753,0.03567310626036083,0.04935551301834652,0.2780572066842751,0.3488046373533409,-0.2872277037982791,-0.7572953306483272,0.3949061641922681,0.02282902749980721,-0.80494850586689,-0.9771100054046051,-0.1087413765404221,865.2596601470613,845.5198960372425,814.2652695300292,853.744797749667,0.230469,0.125000,0.988283,1,1,1,1,1,22.100000
2022-04-09 13:47:50.474,0.5331604328658986,0.4540632029602775,0.290614753644533,0.699129979779573,0.218128703355223,-0.05338573023709342,-0.1328203119164142,0.3777065780588017,0.4640122012150497,-0.07924539474356247,0.002349744887505826,0.2361985653155602,0.3416122970319189,-0.2236523321805291,-0.5693161294685252,0.4295486235188331,-0.1207741922692256,-0.6739886872475951,-0.9323099801624354,-0.05217269267547716,829.0700926123933,837.2949943248179,814.2652695300292,845.5198960372425,0.234375,0.128906,0.984377,1,1,1,1,1,22.100000
2022-04-09 13:47:51.473,0.4041935725083293,0.2267162784707481,-0.1001780126194077,0.5648228740321493,0.2621847674863585,-0.4585568798315571,-0.2776384482322731,0.2973615582738641,0.436105556381836,-0.2227464562580305,-0.0394093735319645,0.2408304017506608,0.4336328057999962,-0.322677331141739,-0.4075443796129862,0.3230407503222653,-0.05999650973962205,-0.5905449780480868,-0.6649662794174406,-0.06155148549435977,840.5849550097877,832.3600532973632,806.0403678176046,850.4548370646971,0.230469,0.128906,0.984377,1,1,1,1,1,22.100000
2022-04-09 13:47:51.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:52.474,-0.07703679130479486,0.4230474905279405,0.1753841744755188,0.3758949900374078,-0.01676539562249578,0.09875123141050625,-0.3571726651437476,0.09766756086056802,0.2682388967344381,0.1878105805793771,-0.01211764521818341,0.04774494915853178,0.6202366538626429,-0.2758231979112376,-0.2723800509608158,0.2508208366983231,0.1195171840827454,-0.5961097840229984,-0.5875463701232626,-0.09880607786017194,840.5849550097877,837.2949943248179,832.3600532973632,857.0347584346367,0.234375,0.128906,0.980470,1,1,1,1,1,22.100000
2022-04-09 13:47:53.474,0.2463930999711785,0.6882855718551846,0.4488208636674342,0.3758949900374078,0.6176446622100751,0.09714811442813093,-0.05602330235227766,0.09766756086056802,0.2943059637015413,0.01411629778296073,-0.2434191400269882,0.04774494915853178,0.3278569001430088,-0.2287204208576539,-0.3113476869309948,0.2508208366983231,-0.06371220097998719,-0.3731172415151607,-0.7245623072084196,-0.09880607786017194,827.4251122699085,837.2949943248179,815.9102498725141,840.5849550097877,0.234375,0.136719,0.988283,1,1,1,1,1,22.100000
2022-04-09 13:47:54.474,0.5534040879279258,0.6105338896978403,0.4509103917515586,0.2061665138295722,0.4423072982721525,-0.07391674766666265,-0.08040084916002432,-0.3858130541023588,0.5593393683009297,0.06816238222240403,-0.2054803608883483,-0.2643418773219027,0.3219659909351681,-0.2449406712653754,-0.4797665093026944,0.2135209432860402,-0.13135163403198,-0.4886254400162672,-0.7147360500921074,-0.07283613099352314,835.650013982333,840.5849550097877,815.9102498725141,847.1648763797273,0.230469,0.128906,0.988283,1,1,1,1,1,22.100000
2022-04-09 13:47:55.474,0.1831770080558675,0.4699492858132788,0.281109416094191,0.1326754352210963,0.2784861842900177,-0.123610414218912,-0.03293740909088479,-0.1087517675412727,0.6623989287781323,0.05754695816628681,0.04218170369764303,0.09436364763025061,0.4260199406980681,-0.1184235355803846,-0.3142474888954905,0.2382121810987491,0.1201532338899905,-0.5483203522832319,-0.5424794550001953,-0.03973199642909415,845.5198960372425,835.650013982333,817.555230214999,852.0998174071821,0.234375,0.132813,0.992189,1,1,1,1,1,22.100000
2022-04-09 13:47:56.474,0.3808169560240787,0.8645054262539161,0.674758279104914,0.05073595818193079,0.2733033062890598,0.3420809239106439,0.2671214547118929,0.05450019793642618,0.6384212575311229,0.4623625577952759,0.1345068636615745,0.0924968744828967,0.5545345347286952,-0.1642178986224616,-0.2437248675315801,0.2631715642737856,0.2488479313156529,-0.5703260832132986,-0.5273625504049723,-0.00786071543582436,819.200210557484,837.2949943248179,801.1054267901499,824.1351515849386,0.230469,0.132813,0.988283,1,1,1,1,1,22.100000
2022-04-09 13:47:56.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-09 13:47:57.474,0.4846239400136652,0.9636384641269772,0.9519010281302648,0.05073595818193079,0.2101037522052676,0.5256388861933611,0.2418994789865434,0.05450019793642618,0.5965359262632646,0.4623625577952759,0.3021814393467837,0.0924968744828967,0.4205903684268953,-0.413125142687696,-0.4915758997450148,0.2631715642737856,0.09592263433815042,-0.7749530582426271,-0.776425327126023,-0.00786071543582436,835.650013982333,834.0050336398481,812.6202891875442,852.0998174071821,0.226563,0.125000,0.992189,1,1,1,1,1,22.100000
